material_cost,labor_cost,base_cost,trend_multiplier,category_encoded,complexity_level_encoded,region_encoded,season_encoded,final_selling_price
257.65,152.27,409.91999999999996,1.002,4,2,2,0,697.79
118.95,64.76,183.71,1.062,9,2,4,3,362.67
114.51,61.02,175.53,0.97,4,0,2,1,377.45
344.43,213.05,557.48,0.925,5,1,2,2,1240.77
52.39,34.79,87.18,1.077,3,0,5,3,202.56
724.12,285.73,1009.85,0.972,10,2,2,2,1498.74
334.64,196.42,531.06,1.067,2,0,1,0,1614.83
383.65,212.1,595.75,0.902,0,0,0,1,1411.3
340.21,199.78,539.99,1.021,5,1,6,0,1276.85
414.79,159.41,574.2,0.831,5,2,1,1,870.34
292.07,188.91,480.98,1.079,6,0,6,0,1372.45
366.87,243.86,610.73,1.043,8,2,6,3,1296.24
97.9,65.27,163.17000000000002,0.958,7,1,3,0,362.06
155.09,84.91,240.0,0.863,1,2,6,1,285.9
115.7,59.38,175.08,1.077,3,3,2,3,560.62
55.86,30.68,86.53999999999999,0.906,1,0,1,2,187.0
407.57,261.35,668.9200000000001,0.963,6,2,3,1,1090.39
37.58,26.07,63.65,0.95,3,1,2,1,111.15
66.77,45.73,112.5,0.911,7,0,6,1,275.41
261.82,142.9,404.72,1.002,4,0,4,0,1124.39
346.76,158.04,504.79999999999995,0.962,4,2,4,2,776.58
340.71,148.76,489.46999999999997,1.002,4,2,6,0,762.59
250.93,165.52,416.45000000000005,0.97,4,2,4,1,597.46
670.93,310.36,981.29,0.963,6,0,4,1,2483.14
613.51,267.85,881.36,0.991,10,2,3,1,1246.84
445.67,236.35,682.02,1.089,6,2,3,3,1263.27
426.45,171.91,598.36,0.963,6,3,5,1,1867.37
346.8,105.88,452.68,1.056,0,3,1,0,1574.87
610.66,306.12,916.78,0.972,10,1,2,2,1976.65
125.84,81.04,206.88,1.09,1,2,0,0,291.53
285.88,152.65,438.53,0.962,4,2,0,2,614.5
344.32,172.42,516.74,0.962,4,0,0,2,1204.42
127.4,42.78,170.18,0.906,1,0,6,2,365.58
38.16,15.46,53.62,0.976,3,0,2,2,125.88
246.37,168.6,414.97,0.962,4,2,1,2,659.16
392.03,237.28,629.31,1.155,10,2,4,3,1201.23
138.13,65.06,203.19,1.034,9,0,6,0,522.77
274.4,90.98,365.38,1.062,9,1,4,3,802.27
706.33,227.56,933.8900000000001,0.914,8,2,6,1,1604.82
234.65,92.77,327.42,1.065,4,2,4,3,582.4
688.08,419.22,1107.3000000000002,0.891,6,1,3,2,2088.66
48.94,28.18,77.12,0.95,3,2,2,1,107.82
670.65,289.39,960.04,1.067,2,2,0,0,1688.08
277.37,91.71,369.08,0.962,4,1,0,2,728.45
94.2,49.5,143.7,0.863,1,1,2,1,228.52
345.49,198.08,543.57,1.062,9,1,4,3,1191.46
55.36,22.53,77.89,0.95,3,1,0,1,132.14
785.89,354.05,1139.94,0.991,10,2,4,1,1854.67
248.06,119.42,367.48,1.062,9,2,4,3,600.35
58.18,17.55,75.73,1.164,1,1,0,3,168.92
66.01,23.8,89.81,1.14,7,0,5,3,231.01
257.25,109.43,366.68,1.089,6,2,4,3,675.94
582.44,361.54,943.98,1.155,10,1,6,3,2194.06
748.21,274.78,1022.99,0.983,2,3,4,1,3281.6
67.98,38.68,106.66,0.863,1,1,3,1,168.48
338.96,202.47,541.43,0.914,8,2,5,1,961.54
565.43,173.21,738.64,0.925,5,1,4,2,1687.37
374.07,259.84,633.91,0.891,6,2,2,2,909.73
34.91,22.15,57.059999999999995,0.987,3,2,0,0,85.51
131.47,56.88,188.35,0.906,1,2,5,2,268.57
76.74,30.42,107.16,0.962,7,1,2,2,184.95
63.3,36.65,99.94999999999999,0.863,1,2,2,1,133.65
291.6,103.95,395.55,0.953,9,3,1,1,1286.48
188.68,126.04,314.72,0.97,4,3,5,1,907.7
367.66,156.7,524.36,0.925,5,0,6,2,1490.93
480.68,211.64,692.3199999999999,1.067,2,1,4,0,1746.4
74.8,26.97,101.77,0.911,7,2,1,1,150.98
274.06,151.08,425.14,0.983,2,2,2,1,628.71
501.91,249.61,751.52,0.972,10,2,5,2,1066.22
61.87,28.94,90.81,0.976,3,3,0,2,242.49
103.17,34.72,137.89,1.062,9,2,4,3,251.02
438.73,199.82,638.55,0.98,8,2,0,2,1034.32
635.55,310.91,946.46,1.079,6,1,2,0,2130.79
425.48,294.67,720.1500000000001,0.891,6,3,0,2,2085.8
669.61,378.84,1048.45,0.996,2,0,0,3,3190.4
53.01,23.63,76.64,0.976,3,1,1,2,145.35
699.53,267.92,967.45,1.067,2,0,0,0,2887.37
398.72,142.39,541.11,1.089,6,2,3,3,952.46
692.24,213.68,905.9200000000001,0.983,2,1,2,1,1933.75
42.16,18.77,60.92999999999999,0.863,1,1,4,1,105.05
117.41,50.08,167.49,0.962,7,0,2,2,381.5
107.73,33.58,141.31,1.14,7,0,4,3,388.81
195.1,93.05,288.15,1.002,4,1,5,0,623.44
94.23,29.68,123.91,1.065,4,1,5,3,282.37
55.1,19.3,74.4,1.164,1,2,4,3,114.08
79.59,44.42,124.01,0.906,1,1,2,2,226.7
360.46,167.85,528.31,0.875,0,0,5,2,1384.03
76.64,24.14,100.78,0.95,3,0,0,1,212.52
115.95,77.44,193.39,0.976,3,1,6,2,330.21
949.92,524.14,1474.06,1.077,8,2,5,0,2741.68
349.06,197.43,546.49,1.056,0,1,1,0,1185.89
568.04,333.58,901.6199999999999,0.983,2,1,2,1,1905.92
480.29,245.92,726.21,1.089,6,3,0,3,2367.48
378.76,263.89,642.65,1.143,5,0,1,3,1881.87
796.4,477.89,1274.29,0.98,8,1,2,2,3071.37
106.41,50.81,157.22,1.077,3,1,2,3,345.55
99.97,68.39,168.36,0.958,7,1,2,0,363.68
558.46,377.67,936.1300000000001,0.996,2,2,2,3,1634.81
809.75,367.81,1177.56,0.914,8,1,3,1,2818.62
366.23,129.98,496.21000000000004,1.062,9,0,2,3,1382.31
863.3,523.8,1387.1,1.067,2,1,2,0,3164.18
52.69,26.15,78.84,0.95,3,2,1,1,93.79
58.36,20.45,78.81,0.863,1,1,4,1,133.98
45.2,24.32,69.52000000000001,0.906,1,2,0,2,95.64
186.45,100.98,287.43,0.902,0,1,3,1,510.0
111.6,42.02,153.62,0.95,3,1,2,1,265.61
591.85,341.17,933.02,1.143,5,2,5,3,1928.69
116.61,60.08,176.69,0.875,0,2,5,2,254.38
165.9,79.57,245.47,0.902,0,3,1,1,780.07
219.63,76.17,295.8,0.962,4,0,6,2,699.64
347.88,160.83,508.71000000000004,1.089,6,0,0,3,1602.93
785.71,287.15,1072.8600000000001,0.963,2,2,5,2,1722.0
64.98,31.03,96.01,0.987,3,0,1,0,247.63
1236.57,470.48,1707.05,1.043,8,2,1,3,3189.91
89.26,37.02,126.28,0.976,3,0,3,2,279.08
547.97,355.99,903.96,0.914,8,2,4,1,1392.42
324.17,124.41,448.58000000000004,1.056,0,1,2,0,1013.4
337.76,126.58,464.34,1.034,9,2,0,0,731.57
39.6,17.57,57.17,0.911,7,0,5,1,137.24
139.52,93.49,233.01,1.002,4,3,2,0,805.51
282.09,105.9,387.99,1.172,0,0,1,3,1185.57
688.59,398.38,1086.97,0.963,6,2,2,1,1686.53
93.46,47.55,141.01,0.863,1,2,5,1,186.45
371.13,193.58,564.71,1.155,10,2,3,3,915.16
394.11,147.21,541.32,0.913,10,3,4,0,1896.29
214.18,120.45,334.63,0.891,6,2,2,2,510.3
37.07,24.19,61.260000000000005,0.987,3,1,5,0,109.01
598.24,390.46,988.7,0.963,2,2,5,2,1807.82
105.65,51.59,157.24,1.164,1,2,6,3,223.18
45.95,26.56,72.51,0.976,3,2,3,2,101.28
33.49,20.35,53.84,1.14,7,0,1,3,156.35
456.22,284.15,740.37,0.983,2,1,3,1,1547.14
110.96,67.99,178.95,1.077,3,2,5,3,262.15
110.9,37.79,148.69,1.056,0,0,4,0,429.14
340.61,143.83,484.44000000000005,0.996,2,1,1,3,1215.09
170.94,63.02,233.96,1.09,1,1,6,0,482.7
231.43,145.13,376.56,0.902,0,2,6,1,570.41
282.91,113.83,396.74,0.936,9,3,3,2,1226.51
248.38,163.41,411.78999999999996,0.953,9,0,0,1,942.37
735.34,347.36,1082.7,0.991,10,0,2,1,2441.53
275.67,140.17,415.84000000000003,0.936,9,2,6,2,609.07
62.31,38.84,101.15,1.077,3,0,3,3,246.82
35.0,22.13,57.129999999999995,0.958,7,1,5,0,121.28
230.4,93.18,323.58000000000004,0.996,2,1,2,3,868.35
308.24,94.46,402.7,1.056,0,0,0,0,1083.14
340.91,158.9,499.81000000000006,0.902,0,2,6,1,717.26
62.0,38.66,100.66,0.987,3,0,0,0,230.89
411.94,199.27,611.21,0.983,2,0,5,1,1664.2
141.38,61.6,202.98,0.962,4,2,0,2,298.27
42.01,15.19,57.199999999999996,0.863,1,2,6,1,77.41
390.63,246.5,637.13,0.914,8,1,3,1,1387.69
32.07,16.67,48.74,1.14,7,1,2,3,114.06
449.98,162.89,612.87,0.913,10,2,0,0,1091.97
199.32,71.18,270.5,0.97,4,2,4,1,398.71
208.82,145.72,354.53999999999996,0.97,4,1,3,1,668.39
401.05,169.13,570.1800000000001,1.143,5,1,3,3,1305.46
513.07,341.74,854.8100000000001,1.077,8,3,0,0,3319.05
37.74,26.0,63.74,1.14,7,1,5,3,140.43
109.32,47.15,156.47,0.987,3,3,5,0,431.62
457.9,189.98,647.88,0.972,10,1,2,2,1389.36
227.84,118.69,346.53,1.062,9,1,1,3,826.92
683.06,437.32,1120.3799999999999,1.155,10,0,3,3,3259.31
58.52,28.5,87.02000000000001,0.987,3,2,3,0,124.52
932.18,300.94,1233.12,1.077,8,2,0,0,2222.97
100.96,63.33,164.29,0.95,3,1,4,1,303.08
741.8,237.99,979.79,0.996,2,2,0,3,1697.9
232.83,119.72,352.55,0.913,10,0,6,0,1057.84
384.15,265.1,649.25,0.925,5,0,1,2,1907.76
122.82,42.96,165.78,1.164,1,2,2,3,282.52
558.07,372.46,930.53,0.983,2,3,4,1,3218.36
301.13,125.13,426.26,0.953,9,1,2,1,845.44
125.62,83.38,209.0,1.062,9,2,6,3,353.15
66.11,42.44,108.55,0.987,3,2,4,0,160.07
323.28,139.27,462.54999999999995,0.914,8,3,4,1,1612.92
141.06,91.57,232.63,1.065,4,3,1,3,830.81
65.36,24.3,89.66,0.95,3,1,1,1,153.89
301.34,130.01,431.34999999999997,1.021,5,1,1,0,987.4
311.25,97.08,408.33,0.936,9,2,2,2,580.07
114.89,77.29,192.18,1.077,3,2,0,3,282.22
85.27,56.3,141.57,0.911,7,2,6,1,215.24
134.62,83.55,218.17000000000002,1.062,9,1,1,3,513.52
90.2,50.27,140.47,0.962,4,2,0,2,196.68
176.24,86.93,263.17,1.164,1,2,3,3,403.65
506.65,228.92,735.5699999999999,0.963,6,2,5,1,1159.64
687.31,444.28,1131.59,0.991,10,3,2,1,3172.19
223.73,103.19,326.91999999999996,0.991,10,1,5,1,656.51
68.44,24.06,92.5,0.95,3,2,4,1,131.02
98.15,41.44,139.59,1.077,3,1,6,3,288.35
729.34,261.69,991.03,0.913,10,2,3,0,1781.63
127.93,62.33,190.26,0.936,9,2,0,2,322.89
386.79,198.24,585.03,1.172,0,1,1,3,1341.51
226.55,130.61,357.16,0.902,0,3,6,1,1157.8
992.48,552.86,1545.3400000000001,1.043,8,2,6,3,3373.07
206.07,72.74,278.81,1.056,0,2,2,0,497.52
92.11,45.04,137.15,1.164,1,1,3,3,299.13
310.75,192.94,503.69,0.962,4,0,2,2,1148.85
410.88,232.89,643.77,0.925,5,2,2,2,1170.56
109.36,49.96,159.32,0.911,7,0,3,1,347.51
390.1,117.07,507.17,0.831,5,1,4,1,1000.32
300.06,162.83,462.89,1.155,10,2,3,3,868.05
123.56,54.68,178.24,1.056,0,0,3,0,516.31
177.4,102.92,280.32,0.863,1,0,6,1,571.62
100.87,30.64,131.51,1.056,0,0,5,0,385.38
467.44,296.57,764.01,0.913,10,1,3,0,1632.76
474.95,238.57,713.52,0.891,6,0,3,2,1624.73
318.86,98.25,417.11,0.953,9,3,3,1,1177.55
161.72,78.77,240.49,1.002,4,1,4,0,480.47
266.77,123.14,389.90999999999997,1.062,9,0,6,3,1113.98
41.79,22.58,64.37,0.987,3,2,2,0,87.27
256.52,78.33,334.84999999999997,0.953,9,2,6,1,454.0
465.69,258.44,724.13,0.891,6,1,3,2,1499.47
85.21,35.71,120.91999999999999,0.911,7,2,5,1,153.47
226.58,158.12,384.70000000000005,0.983,2,1,2,1,797.29
101.1,64.12,165.22,1.14,7,2,5,3,252.24
91.45,63.95,155.4,0.906,1,2,2,2,233.17
44.51,17.71,62.22,0.863,1,2,1,1,87.06
426.12,245.17,671.29,0.914,8,0,4,1,1701.18
186.21,107.45,293.66,0.963,6,3,5,1,893.65
257.7,156.23,413.92999999999995,0.996,2,1,0,3,944.28
156.32,75.71,232.02999999999997,1.065,4,2,0,3,403.17
115.8,70.62,186.42000000000002,0.97,4,2,0,1,248.71
199.62,109.22,308.84000000000003,1.065,4,0,2,3,874.99
128.46,68.56,197.02,1.14,7,2,4,3,331.56
156.78,72.8,229.57999999999998,0.906,1,2,4,2,321.48
442.39,275.65,718.04,0.963,2,3,0,2,2343.32
739.31,284.05,1023.3599999999999,0.996,2,1,5,3,2555.04
67.78,33.5,101.28,0.958,7,3,4,0,324.69
375.87,203.73,579.6,1.021,5,1,3,0,1403.01
298.64,195.5,494.14,1.002,4,0,3,0,1212.58
553.87,307.05,860.9200000000001,1.089,6,0,2,3,2665.4
69.37,27.82,97.19,0.863,1,2,3,1,123.99
723.3,237.61,960.91,0.913,10,0,6,0,2840.02
272.97,184.28,457.25,1.002,4,1,0,0,1035.93
226.0,155.3,381.3,0.97,4,3,4,1,1015.36
172.66,90.58,263.24,1.065,4,1,3,3,525.83
706.26,345.63,1051.8899999999999,0.914,8,2,3,1,1828.69
228.24,129.51,357.75,0.913,10,1,0,0,860.46
69.62,44.09,113.71000000000001,0.987,3,2,5,0,184.6
115.15,36.57,151.72,1.056,0,2,2,0,273.25
260.89,78.31,339.2,1.002,4,2,2,0,579.52
111.67,53.41,165.07999999999998,1.164,1,2,0,3,277.9
32.11,15.16,47.269999999999996,0.976,3,3,6,2,138.73
483.31,255.25,738.56,1.079,6,2,3,0,1160.27
347.45,223.29,570.74,0.902,0,0,4,1,1486.94
116.68,38.64,155.32,0.962,7,3,3,2,420.67
321.86,180.65,502.51,1.065,4,1,6,3,1064.35
187.88,84.44,272.32,0.936,9,1,3,2,576.53
488.01,224.95,712.96,0.913,10,2,0,0,1144.12
30.49,17.3,47.79,0.95,3,1,0,1,88.4
169.77,92.2,261.97,1.062,9,1,3,3,601.08
482.17,181.13,663.3,1.021,5,2,6,0,1238.41
101.79,70.96,172.75,1.002,4,2,0,0,293.9
520.17,352.48,872.65,0.913,10,2,1,0,1474.09
60.51,21.13,81.64,1.09,1,2,3,0,124.97
331.13,104.93,436.06,0.963,6,0,0,1,1045.77
691.71,469.19,1160.9,0.963,6,2,5,1,1635.86
88.93,40.56,129.49,0.987,3,2,5,0,181.76
605.39,227.4,832.79,1.067,2,1,4,0,2151.76
281.25,97.98,379.23,1.062,9,1,0,3,812.63
457.55,262.43,719.98,0.831,5,1,4,1,1498.11
149.99,64.52,214.51,1.164,1,3,1,3,615.03
124.03,46.3,170.32999999999998,0.875,0,2,1,2,273.06
642.27,368.93,1011.2,1.079,6,2,0,0,1657.07
240.71,120.78,361.49,0.953,9,1,5,1,716.9
152.71,82.29,235.0,0.875,0,1,6,2,473.87
665.81,382.95,1048.76,1.077,8,1,3,0,2859.44
471.35,178.4,649.75,0.925,5,2,5,2,1133.08
79.89,40.81,120.7,0.95,3,1,5,1,213.54
49.45,18.46,67.91,1.077,3,1,1,3,135.84
163.21,63.82,227.03,0.902,0,2,0,1,325.53
97.82,66.74,164.56,1.077,3,0,3,3,433.09
1080.99,374.57,1455.56,0.98,8,1,1,2,3402.22
214.26,72.33,286.59,0.962,4,1,2,2,524.75
265.69,130.66,396.35,1.143,5,1,4,3,963.03
230.51,149.23,379.74,0.962,4,2,5,2,595.55
518.06,163.37,681.43,1.021,5,1,3,0,1750.86
310.54,110.57,421.11,1.002,4,1,3,0,889.17
476.47,158.39,634.86,1.143,5,2,5,3,1271.7
101.91,63.49,165.4,0.962,7,0,4,2,358.63
83.47,32.14,115.61,1.164,1,1,1,3,239.31
110.25,57.02,167.27,0.958,7,0,5,0,459.58
57.03,32.65,89.68,1.14,7,2,2,3,143.24
119.59,36.96,156.55,0.976,3,1,5,2,256.29
581.6,391.09,972.69,0.831,5,0,6,1,2634.2
228.25,93.33,321.58,1.034,9,1,3,0,704.44
306.92,178.17,485.09000000000003,1.002,4,2,0,0,826.14
375.45,244.03,619.48,0.913,10,0,4,0,1802.7
228.01,139.5,367.51,0.913,10,3,6,0,1205.17
445.36,251.53,696.89,1.155,10,0,0,3,1992.94
429.34,219.58,648.92,0.963,6,1,3,1,1344.0
444.71,185.47,630.18,0.963,2,2,4,2,1035.96
319.95,108.02,427.96999999999997,1.172,0,3,3,3,1679.78
205.85,75.64,281.49,0.963,2,2,6,2,480.55
301.53,138.02,439.54999999999995,1.056,0,3,5,0,1365.19
183.39,71.31,254.7,1.002,4,0,5,0,698.71
130.8,77.17,207.97000000000003,0.958,7,2,2,0,361.27
212.29,83.33,295.62,1.034,9,0,2,0,854.23
317.84,197.79,515.63,0.962,4,0,1,2,1237.63
368.45,146.68,515.13,0.891,6,2,3,2,802.96
52.74,30.09,82.83,0.958,7,3,0,0,244.96
442.77,290.4,733.17,1.143,5,1,3,3,1808.19
112.29,57.37,169.66,0.936,9,2,0,2,287.86
329.64,181.08,510.72,0.963,6,1,1,1,907.53
47.4,20.97,68.37,0.906,1,0,4,2,140.75
72.02,30.81,102.83,1.164,1,1,1,3,212.37
598.5,373.92,972.4200000000001,0.996,2,2,0,3,1982.03
293.86,188.06,481.92,0.913,10,2,1,0,868.92
519.17,162.28,681.4499999999999,1.079,6,2,2,0,1228.75
99.28,52.08,151.36,0.987,3,0,1,0,389.77
380.28,193.6,573.88,1.172,0,3,5,3,1979.85
93.59,51.1,144.69,0.911,7,2,0,1,201.85
1044.98,614.03,1659.01,1.077,8,2,0,0,3288.46
237.25,83.21,320.46,0.962,4,2,0,2,467.49
94.01,31.96,125.97,0.976,3,0,3,2,249.45
337.27,175.94,513.21,0.914,8,1,5,1,1193.63
297.01,141.04,438.04999999999995,1.021,5,2,3,0,770.46
50.09,33.51,83.6,0.95,3,2,4,1,107.07
152.41,91.34,243.75,1.021,5,1,0,0,630.05
695.27,337.26,1032.53,0.983,2,2,1,1,1753.32
94.65,61.51,156.16,1.164,1,2,3,3,246.72
37.08,20.08,57.16,0.976,3,2,5,2,72.78
63.96,30.57,94.53,0.976,3,0,0,2,187.73
233.73,146.35,380.08,1.034,9,3,5,0,1413.38
81.93,53.47,135.4,1.164,1,2,4,3,227.78
761.74,492.6,1254.3400000000001,0.991,10,2,4,1,2063.11
130.88,76.91,207.79,0.953,9,2,1,1,311.93
76.77,46.05,122.82,1.164,1,2,4,3,196.6
434.61,180.5,615.11,1.143,5,1,6,3,1577.83
796.7,398.44,1195.14,0.983,2,2,1,1,1980.64
228.67,128.26,356.92999999999995,1.056,0,1,5,0,836.78
456.41,170.99,627.4000000000001,0.831,5,2,2,1,957.53
422.85,191.34,614.19,1.067,2,1,6,0,1613.33
166.93,53.85,220.78,1.062,9,2,0,3,365.88
100.4,55.19,155.59,0.958,7,1,1,0,335.63
262.3,153.74,416.04,1.056,0,1,6,0,943.56
301.18,157.9,459.08000000000004,0.831,5,0,0,1,1080.06
725.94,263.74,989.6800000000001,1.155,10,1,5,3,2295.31
628.0,331.16,959.1600000000001,1.089,6,3,3,3,3411.2
426.54,269.94,696.48,1.021,5,2,1,0,1279.99
334.74,131.4,466.14,1.143,5,1,6,3,1078.87
104.35,55.3,159.64999999999998,0.875,0,1,1,2,320.49
56.8,30.67,87.47,0.95,3,1,5,1,156.0
449.59,269.16,718.75,0.972,10,2,3,2,1040.07
775.85,297.94,1073.79,1.067,2,0,1,0,3094.27
301.38,99.48,400.86,1.079,6,1,3,0,936.29
370.7,149.42,520.12,1.143,5,0,4,3,1720.82
98.31,48.32,146.63,0.95,3,2,0,1,173.26
261.3,162.6,423.9,0.983,2,2,1,1,701.19
100.7,40.07,140.77,0.902,0,1,3,1,284.42
429.69,203.89,633.5799999999999,0.98,8,1,4,2,1609.0
81.71,52.4,134.10999999999999,1.09,1,2,0,0,215.07
738.48,397.81,1136.29,0.963,2,2,2,2,1846.81
96.22,67.29,163.51,0.863,1,1,0,1,297.82
830.88,303.74,1134.62,0.996,2,1,6,3,2764.84
115.52,37.58,153.1,1.077,3,3,4,3,487.51
194.48,68.38,262.86,0.875,0,2,1,2,411.39
482.27,325.21,807.48,1.089,6,2,2,3,1376.14
166.15,110.65,276.8,0.831,5,2,0,1,429.77
271.48,103.2,374.68,1.002,4,0,6,0,909.39
334.6,205.3,539.9000000000001,0.875,0,1,5,2,1095.11
149.9,99.73,249.63,1.09,1,1,1,0,495.69
162.86,78.52,241.38,0.953,9,2,6,1,391.65
407.21,283.59,690.8,1.155,10,0,6,3,1831.12
410.82,234.0,644.8199999999999,1.077,8,1,5,0,1493.44
513.28,236.43,749.71,0.991,10,0,5,1,1727.51
183.05,91.37,274.42,0.906,1,1,6,2,520.25
647.09,249.41,896.5,0.972,10,1,3,2,1655.94
627.64,283.24,910.88,0.963,2,0,0,2,2592.36
153.27,98.41,251.68,0.97,4,0,2,1,546.45
628.61,223.45,852.06,1.079,6,0,0,0,2176.4
256.17,156.14,412.31,0.962,4,0,1,2,942.28
586.28,324.04,910.3199999999999,0.996,2,2,3,3,1662.91
244.34,105.88,350.22,1.172,0,3,3,3,1247.96
94.39,30.93,125.32,1.077,3,2,0,3,188.9
238.0,106.6,344.6,0.962,4,2,6,2,505.15
173.42,113.36,286.78,1.143,5,3,1,3,1181.11
519.38,343.9,863.28,1.155,10,1,2,3,1851.62
121.56,55.24,176.8,1.14,7,2,6,3,324.02
89.7,41.56,131.26,1.077,3,2,0,3,195.77
1013.94,626.17,1640.1100000000001,0.98,8,2,0,2,3214.11
305.81,91.77,397.58,0.891,6,2,3,2,579.47
76.82,40.47,117.28999999999999,0.95,3,0,5,1,246.95
320.82,175.26,496.08,1.079,6,0,2,0,1421.47
311.06,173.55,484.61,1.056,0,2,6,0,814.88
66.65,40.82,107.47,0.911,7,0,2,1,234.28
130.94,88.67,219.61,0.875,0,1,4,2,476.19
275.72,157.48,433.20000000000005,0.972,10,1,6,2,899.76
366.42,165.08,531.5,1.021,5,2,1,0,951.2
87.43,36.31,123.74000000000001,0.95,3,1,1,1,198.08
153.05,55.28,208.33,0.831,5,2,3,1,304.59
437.95,167.25,605.2,1.079,6,2,5,0,1009.48
92.57,32.22,124.78999999999999,0.987,3,2,2,0,176.51
150.24,79.15,229.39000000000001,1.09,1,2,4,0,355.53
213.18,120.58,333.76,1.056,0,1,6,0,711.8
48.92,18.08,67.0,0.911,7,2,6,1,98.69
351.85,120.49,472.34000000000003,1.079,6,0,5,0,1352.84
255.92,86.77,342.69,1.079,6,0,6,0,1021.07
147.05,88.9,235.95000000000002,1.14,7,2,3,3,390.32
678.17,363.61,1041.78,0.991,10,2,4,1,1436.69
496.01,179.09,675.1,1.089,6,0,4,3,2026.02
235.98,135.39,371.37,1.034,9,1,6,0,809.46
588.79,393.66,982.45,0.963,6,1,1,1,2099.12
398.83,136.14,534.97,1.034,9,2,5,0,863.88
897.23,440.01,1337.24,0.98,8,1,4,2,3352.25
314.29,171.16,485.45000000000005,0.925,5,2,1,2,847.53
61.4,40.17,101.57,0.863,1,0,0,1,217.57
65.83,20.45,86.28,0.987,3,1,1,0,162.17
298.8,184.88,483.68,0.97,4,2,0,1,626.71
70.24,33.35,103.59,0.95,3,1,5,1,185.03
789.01,431.65,1220.6599999999999,0.963,2,2,4,2,2109.94
243.82,123.25,367.07,0.953,9,2,4,1,522.0
248.25,108.01,356.26,1.089,6,2,5,3,630.81
437.98,282.1,720.08,1.143,5,1,0,3,1957.56
506.25,163.87,670.12,0.914,8,1,3,1,1364.09
272.15,104.61,376.76,1.065,4,1,3,3,851.24
525.21,313.94,839.1500000000001,0.963,2,3,5,2,2886.9
404.35,273.5,677.85,1.079,6,1,6,0,1515.94
149.09,52.18,201.27,0.953,9,1,6,1,355.32
103.0,32.25,135.25,0.976,3,3,1,2,366.86
618.84,321.4,940.24,0.891,6,0,0,2,2225.97
115.28,58.92,174.2,1.09,1,2,3,0,286.46
517.36,262.22,779.58,0.963,2,2,5,2,1378.74
111.81,36.35,148.16,1.164,1,3,3,3,460.05
184.8,68.06,252.86,1.065,4,0,0,3,642.55
295.79,158.2,453.99,1.143,5,2,0,3,796.12
147.06,63.72,210.78,1.14,7,2,5,3,360.84
586.3,350.9,937.1999999999999,1.143,5,3,4,3,3365.35
357.51,244.08,601.59,1.056,0,1,0,0,1348.81
62.07,39.29,101.36,1.077,3,0,4,3,270.74
358.98,172.09,531.07,0.891,6,2,1,2,916.84
171.58,104.69,276.27,1.143,5,1,5,3,699.32
148.48,58.09,206.57,0.962,4,2,4,2,273.99
395.76,167.59,563.35,0.902,0,0,0,1,1252.08
119.55,55.95,175.5,0.906,1,1,3,2,292.23
448.36,182.94,631.3,0.972,10,2,0,2,936.0
238.68,96.55,335.23,1.002,4,1,6,0,769.69
43.8,25.31,69.11,0.911,7,0,1,1,153.0
133.41,85.03,218.44,1.002,4,3,1,0,661.71
1456.86,492.75,1949.61,0.98,8,2,1,2,3147.74
606.26,308.6,914.86,0.913,10,2,0,0,1667.13
254.16,99.79,353.95,0.875,0,0,1,2,835.09
764.68,494.74,1259.42,0.972,10,0,3,2,3038.89
151.04,64.41,215.45,1.034,9,3,4,0,732.08
150.54,92.55,243.08999999999997,1.09,1,3,2,0,671.07
181.45,87.25,268.7,1.09,1,3,3,0,860.81
880.07,356.78,1236.85,1.077,8,2,4,0,2348.63
447.61,153.58,601.19,1.021,5,1,1,0,1434.47
676.03,374.56,1050.59,1.067,2,1,5,0,2718.85
467.33,168.65,635.98,1.079,6,1,0,0,1333.95
597.02,374.2,971.22,0.972,10,3,6,2,2831.47
559.54,347.6,907.14,0.963,2,1,1,2,1931.13
221.69,126.77,348.46,0.902,0,1,4,1,620.67
302.32,199.22,501.53999999999996,0.913,10,0,4,0,1427.48
255.43,126.47,381.9,0.983,2,0,0,1,941.41
127.17,48.26,175.43,1.065,4,3,3,3,563.59
151.85,66.48,218.32999999999998,1.034,9,2,0,0,343.59
39.53,12.15,51.68,0.987,3,2,0,0,81.97
483.14,249.85,732.99,1.021,5,0,1,0,2170.72
80.37,40.09,120.46000000000001,0.97,4,1,3,1,230.32
86.76,28.79,115.55000000000001,0.976,3,0,3,2,251.76
111.99,78.09,190.07999999999998,0.95,3,0,1,1,364.22
558.04,311.17,869.21,0.983,2,3,6,1,2560.19
290.93,184.35,475.28,0.902,0,1,0,1,982.36
265.42,151.21,416.63,0.962,4,0,1,2,925.33
127.2,66.43,193.63,1.14,7,1,4,3,460.7
348.15,163.63,511.78,1.172,0,1,1,3,1143.78
198.83,66.9,265.73,0.962,4,1,6,2,530.01
275.28,146.87,422.15,1.089,6,2,0,3,740.34
293.45,191.38,484.83,1.155,10,1,1,3,1119.46
188.98,129.34,318.32,0.906,1,2,4,2,392.19
1436.6,509.09,1945.6899999999998,0.914,8,2,2,1,3306.12
249.91,134.35,384.26,0.936,9,2,1,2,562.65
513.67,190.3,703.97,1.021,5,2,5,0,1322.82
143.76,60.92,204.68,0.906,1,1,0,2,370.92
31.43,13.11,44.54,0.962,7,1,3,2,76.71
