product_id,category,material_cost,labor_cost,complexity_level,region,season,final_selling_price
P00787,metalwork,425.03,242.25,simple,Tamil Nadu,Summer_Festival,996.12
P00788,dress,676.34,454.96,simple,Maharashtra,Wedding,2224.39
P00789,sarees,748.74,490.06,simple,Tamil Nadu,Wedding,2350.94
P00790,textile,154.74,106.16,simple,Maharashtra,Diwali,443.59
P00791,handmade_food,43.25,16.55,complex,Gujarat,Wedding,143.69
P00792,metalwork,298.04,113.09,simple,Gujarat,Summer_Festival,684.23
P00793,dress,426.61,258.56,complex,Maharashtra,Diwali,1873.18
P00794,jewelry,302.66,98.36,very_complex,Maharashtra,Wedding,1535.66
P00795,dress,619.98,306.43,complex,West Bengal,Summer_Festival,2513.06
P00796,sarees,476.03,274.25,complex,West Bengal,Summer_Festival,2333.52
P00797,home_decor,142.45,56.61,simple,Odisha,Summer_Festival,281.27
P00798,jewelry,350.43,116.94,simple,Tamil Nadu,Wedding,930.13
P00799,sarees,647.33,397.0,complex,Gujarat,Summer_Festival,3163.5
P00800,pottery,105.0,58.31,medium,Odisha,Summer_Festival,300.05
P00802,bags_accessories,220.54,117.14,medium,Rajasthan,Wedding,759.81
P00803,pottery,129.55,75.63,medium,Tamil Nadu,Summer_Festival,361.15
P00804,woodwork,417.79,272.28,medium,Tamil Nadu,Diwali,1617.23
P00805,sarees,691.33,227.01,medium,Odisha,Wedding,2362.28
P00806,textile,288.89,186.45,medium,Maharashtra,Regular,858.75
P00807,dress,580.98,401.06,medium,Odisha,Summer_Festival,2088.64
P00808,home_decor,204.9,64.2,simple,West Bengal,Wedding,417.9
P00809,home_decor,207.98,99.94,simple,Gujarat,Wedding,555.5
P00810,woodwork,317.43,199.38,medium,Tamil Nadu,Wedding,1245.31
P00811,pottery,120.25,60.74,simple,West Bengal,Regular,244.31
P00812,bamboo_cane,81.54,24.52,simple,Rajasthan,Diwali,154.64
P00813,metalwork,270.8,81.26,simple,Tamil Nadu,Wedding,686.31
P00814,bamboo_cane,59.26,19.38,complex,Maharashtra,Diwali,196.54
P00815,pottery,66.92,26.56,simple,Rajasthan,Summer_Festival,125.68
P00816,bags_accessories,133.18,41.85,medium,Uttar Pradesh,Wedding,450.06
P00817,textile,111.69,51.01,simple,West Bengal,Summer_Festival,271.75
P00818,pottery,91.07,58.7,medium,Maharashtra,Diwali,336.42
P00819,jewelry,166.96,104.05,simple,West Bengal,Wedding,501.68
P00821,bags_accessories,357.63,153.91,simple,West Bengal,Wedding,1004.39
P00822,dress,248.05,172.83,complex,Uttar Pradesh,Summer_Festival,1233.46
P00823,pottery,52.45,27.39,simple,Maharashtra,Regular,107.11
P00824,jewelry,589.87,367.58,medium,Tamil Nadu,Wedding,2503.27
P00825,handmade_food,35.42,14.84,simple,Maharashtra,Wedding,75.24
P00826,sarees,447.0,247.62,simple,Odisha,Summer_Festival,1146.62
P00827,textile,346.38,179.37,very_complex,Tamil Nadu,Diwali,1660.7
P00828,jewelry,212.55,101.18,medium,Tamil Nadu,Diwali,747.87
P00829,handmade_food,114.13,75.75,medium,Rajasthan,Summer_Festival,358.48
P00831,sarees,533.13,255.31,medium,West Bengal,Wedding,2228.87
P00832,bamboo_cane,64.92,33.68,complex,Uttar Pradesh,Diwali,216.39
P00833,textile,385.25,147.92,simple,Rajasthan,Regular,761.51
P00834,bags_accessories,153.73,70.24,medium,Maharashtra,Summer_Festival,499.65
P00835,textile,394.38,178.51,complex,Rajasthan,Summer_Festival,1523.15
P00836,handmade_food,86.99,41.77,complex,Gujarat,Regular,269.49
P00838,woodwork,289.1,155.71,medium,Maharashtra,Wedding,1106.3
P00839,pottery,108.93,57.27,medium,Gujarat,Regular,328.68
P00840,home_decor,272.42,102.77,medium,Odisha,Regular,678.93
P00841,handmade_food,109.53,47.88,simple,Uttar Pradesh,Wedding,254.59
P00842,bamboo_cane,176.58,104.2,simple,West Bengal,Diwali,408.05
P00843,metalwork,230.94,96.81,medium,Tamil Nadu,Summer_Festival,616.01
P00844,metalwork,217.79,92.14,complex,Rajasthan,Summer_Festival,847.58
P00845,metalwork,543.08,215.11,medium,Odisha,Summer_Festival,1534.94
P00846,dress,710.21,298.7,simple,Rajasthan,Wedding,1975.61
P00847,pottery,70.66,48.11,medium,Rajasthan,Diwali,260.41
P00848,dress,419.83,209.78,medium,Uttar Pradesh,Diwali,1420.66
P00850,textile,375.17,195.62,complex,Gujarat,Wedding,1577.87
P00851,pottery,125.56,79.5,simple,Gujarat,Regular,314.98
P00853,pottery,110.85,53.22,simple,West Bengal,Wedding,289.36
P00854,bamboo_cane,75.06,25.91,medium,Maharashtra,Diwali,200.02
P00855,pottery,55.92,38.41,complex,Tamil Nadu,Summer_Festival,231.41
P00856,bags_accessories,189.9,130.05,medium,Uttar Pradesh,Wedding,754.02
P00857,dress,557.68,262.95,medium,Uttar Pradesh,Wedding,1865.5
P00858,handmade_food,89.7,57.02,very_complex,Maharashtra,Diwali,443.14
P00859,woodwork,495.42,287.52,complex,Odisha,Regular,2012.68
P00860,jewelry,180.8,119.14,simple,Tamil Nadu,Wedding,532.05
P00861,woodwork,436.18,213.46,complex,Odisha,Diwali,1920.15
P00862,bamboo_cane,53.48,23.66,simple,Tamil Nadu,Regular,103.9
P00863,jewelry,390.91,216.61,simple,Maharashtra,Diwali,1049.98
P00864,pottery,97.17,62.5,medium,Tamil Nadu,Diwali,345.35
P00865,jewelry,463.29,174.73,simple,Maharashtra,Wedding,1125.21
P00866,textile,136.39,57.44,simple,West Bengal,Diwali,336.53
P00867,sarees,755.68,413.26,medium,Tamil Nadu,Wedding,3391.32
P00868,metalwork,546.62,204.17,simple,Uttar Pradesh,Diwali,1250.66
P00869,bags_accessories,246.94,126.3,medium,Maharashtra,Summer_Festival,738.9
P00870,metalwork,291.61,177.81,complex,Tamil Nadu,Summer_Festival,1155.86
P00871,bamboo_cane,61.9,20.3,complex,Odisha,Diwali,212.09
P00873,handmade_food,79.75,47.55,very_complex,West Bengal,Wedding,395.99
P00874,handmade_food,46.16,19.04,medium,Tamil Nadu,Summer_Festival,114.72
P00875,pottery,84.82,54.14,medium,Uttar Pradesh,Diwali,268.4
P00876,handmade_food,35.58,18.88,medium,Uttar Pradesh,Wedding,102.03
P00877,textile,135.39,43.06,medium,Odisha,Regular,343.66
P00878,metalwork,366.29,200.25,simple,Maharashtra,Diwali,1047.8
P00879,bamboo_cane,138.76,90.74,medium,Odisha,Summer_Festival,385.37
P00881,dress,679.62,282.73,medium,West Bengal,Regular,1882.17
P00882,bags_accessories,377.39,121.7,simple,Rajasthan,Summer_Festival,783.81
P00883,home_decor,97.25,41.52,medium,West Bengal,Wedding,286.12
P00884,dress,269.71,82.64,medium,West Bengal,Regular,800.85
P00885,metalwork,525.71,353.82,medium,West Bengal,Regular,1741.04
P00886,sarees,787.7,513.53,medium,Uttar Pradesh,Diwali,3405.42
P00887,handmade_food,58.46,37.3,complex,Rajasthan,Diwali,227.97
P00889,woodwork,224.2,96.51,simple,West Bengal,Diwali,549.75
P00890,pottery,144.25,63.0,very_complex,Tamil Nadu,Regular,636.68
P00891,dress,224.1,107.19,medium,Tamil Nadu,Wedding,879.27
P00892,pottery,139.59,63.54,simple,Uttar Pradesh,Diwali,348.6
P00893,metalwork,394.9,195.57,very_complex,West Bengal,Diwali,2164.67
P00894,bags_accessories,199.65,115.86,very_complex,Uttar Pradesh,Diwali,1146.27
P00895,jewelry,482.35,157.01,simple,Rajasthan,Regular,999.9
P00896,jewelry,563.33,179.59,simple,Odisha,Summer_Festival,1207.87
P00897,sarees,821.44,532.14,medium,Uttar Pradesh,Diwali,3220.41
P00898,jewelry,273.29,146.82,medium,Rajasthan,Regular,871.95
P00899,textile,117.54,49.36,complex,West Bengal,Summer_Festival,418.43
P00901,bamboo_cane,146.36,68.46,simple,Rajasthan,Wedding,348.6
P00902,home_decor,332.17,117.06,medium,Maharashtra,Wedding,1039.47
P00903,dress,799.78,389.29,simple,Gujarat,Wedding,2218.96
P00904,home_decor,203.36,99.66,complex,Maharashtra,Regular,663.3
P00905,woodwork,718.18,501.81,complex,Rajasthan,Wedding,3462.17
P00906,sarees,1348.82,523.73,simple,Uttar Pradesh,Regular,2965.88
P00907,woodwork,507.57,211.33,simple,Uttar Pradesh,Summer_Festival,1125.34
P00908,jewelry,208.08,87.22,simple,West Bengal,Wedding,598.73
P00909,sarees,751.02,471.8,simple,Tamil Nadu,Summer_Festival,1967.58
P00910,handmade_food,70.52,28.34,simple,Maharashtra,Diwali,143.42
P00911,jewelry,582.64,322.99,medium,Rajasthan,Summer_Festival,2083.07
P00912,pottery,46.13,22.47,simple,Tamil Nadu,Wedding,117.69
P00913,bamboo_cane,129.91,44.79,medium,Gujarat,Summer_Festival,316.79
P00914,bags_accessories,216.76,141.97,medium,West Bengal,Summer_Festival,792.37
P00915,handmade_food,35.15,23.63,medium,Uttar Pradesh,Regular,90.41
P00916,bamboo_cane,62.85,33.43,simple,Uttar Pradesh,Diwali,137.68
P00917,jewelry,174.73,92.85,medium,Rajasthan,Diwali,586.62
P00918,jewelry,178.76,58.94,complex,Tamil Nadu,Wedding,674.04
P00919,textile,383.41,166.38,simple,Maharashtra,Summer_Festival,878.19
P00921,handmade_food,31.28,12.61,very_complex,Uttar Pradesh,Diwali,129.92
P00922,woodwork,720.31,491.49,complex,Tamil Nadu,Regular,2755.18
P00924,dress,272.63,114.01,simple,Uttar Pradesh,Regular,567.97
P00925,jewelry,497.47,183.16,medium,Rajasthan,Wedding,1659.61
P00926,home_decor,218.74,135.33,complex,Uttar Pradesh,Diwali,882.53
P00927,woodwork,502.7,203.26,simple,Rajasthan,Diwali,1098.22
P00930,woodwork,436.69,282.46,simple,Odisha,Regular,1023.49
P00931,jewelry,306.62,201.82,very_complex,Tamil Nadu,Wedding,2134.62
P00932,home_decor,126.72,51.54,complex,West Bengal,Regular,368.92
P00933,bamboo_cane,62.24,37.28,simple,Maharashtra,Summer_Festival,123.56
P00934,handmade_food,57.85,39.91,simple,West Bengal,Wedding,149.79
P00935,handmade_food,100.77,46.56,medium,Uttar Pradesh,Wedding,269.07
P00936,jewelry,454.59,148.03,medium,Maharashtra,Regular,1277.55
P00937,handmade_food,91.85,57.49,simple,West Bengal,Summer_Festival,200.48
P00938,jewelry,203.56,66.68,very_complex,Odisha,Wedding,1034.31
P00939,pottery,40.75,23.89,medium,West Bengal,Summer_Festival,117.87
P00940,jewelry,247.85,110.71,medium,West Bengal,Diwali,838.96
P00941,woodwork,466.64,196.6,complex,Gujarat,Regular,1660.73
P00942,jewelry,499.98,321.65,simple,Uttar Pradesh,Diwali,1616.07
P00943,bags_accessories,169.72,94.07,medium,Uttar Pradesh,Summer_Festival,593.36
P00944,woodwork,719.74,343.8,simple,Uttar Pradesh,Regular,1479.51
P00945,jewelry,477.16,275.4,simple,West Bengal,Summer_Festival,1387.54
P00946,home_decor,223.5,107.99,simple,Tamil Nadu,Summer_Festival,477.23
P00947,bamboo_cane,115.91,50.25,medium,Tamil Nadu,Regular,285.26
P00948,sarees,1157.35,553.04,simple,West Bengal,Wedding,3159.17
P00949,sarees,449.54,252.19,simple,Odisha,Diwali,1249.16
P00950,home_decor,202.87,74.13,medium,Maharashtra,Diwali,557.05
P00951,bamboo_cane,58.23,32.47,simple,Odisha,Summer_Festival,132.08
P00952,metalwork,593.73,237.92,complex,Rajasthan,Wedding,2550.24
P00953,bamboo_cane,86.82,44.99,simple,Odisha,Regular,158.79
P00954,textile,143.65,93.49,simple,Odisha,Wedding,429.26
P00955,home_decor,197.63,69.49,simple,Tamil Nadu,Regular,392.09
P00956,bags_accessories,165.96,79.32,simple,Tamil Nadu,Regular,397.31
P00957,bags_accessories,283.11,179.49,medium,Maharashtra,Summer_Festival,987.02
P00958,jewelry,437.6,190.96,complex,Tamil Nadu,Wedding,2123.13
P00959,jewelry,444.4,310.76,complex,Tamil Nadu,Summer_Festival,1857.31
P00960,pottery,147.07,47.96,complex,Maharashtra,Wedding,557.98
P00961,textile,261.76,105.24,complex,Maharashtra,Regular,927.99
P00962,bags_accessories,208.69,131.59,medium,Gujarat,Regular,690.29
P00963,handmade_food,72.21,48.48,simple,West Bengal,Wedding,193.59
P00964,woodwork,783.54,347.91,medium,Rajasthan,Regular,2196.56
P00965,handmade_food,94.38,38.44,medium,Tamil Nadu,Wedding,259.43
P00966,bags_accessories,360.91,236.88,simple,Tamil Nadu,Regular,887.55
P00968,bamboo_cane,78.91,41.05,complex,Gujarat,Summer_Festival,245.88
P00969,metalwork,163.74,96.33,simple,Odisha,Regular,391.2
P00970,textile,305.14,183.46,simple,Rajasthan,Regular,766.24
P00971,woodwork,234.2,125.32,simple,Odisha,Diwali,662.39
P00972,bamboo_cane,171.12,73.7,simple,Odisha,Regular,308.69
P00973,bags_accessories,320.57,176.4,simple,West Bengal,Diwali,871.12
P00975,textile,388.82,214.37,medium,Tamil Nadu,Regular,1101.91
P00976,bamboo_cane,91.57,55.93,simple,Odisha,Diwali,201.58
P00977,textile,324.26,207.64,complex,Uttar Pradesh,Wedding,1466.35
P00978,pottery,33.96,23.15,simple,Gujarat,Diwali,86.61
P00979,jewelry,255.92,127.38,complex,Gujarat,Summer_Festival,1115.79
P00980,pottery,147.13,57.22,simple,West Bengal,Regular,269.39
P00981,bags_accessories,147.03,84.3,medium,Odisha,Regular,459.55
P00982,handmade_food,66.49,46.12,simple,Gujarat,Diwali,161.36
P00984,pottery,108.79,72.11,complex,Tamil Nadu,Summer_Festival,397.29
P00985,woodwork,314.14,159.69,medium,Tamil Nadu,Summer_Festival,964.16
P00986,jewelry,214.74,73.41,simple,Odisha,Summer_Festival,476.63
P00987,pottery,84.28,50.02,simple,Gujarat,Wedding,240.97
P00988,woodwork,692.88,305.99,simple,Uttar Pradesh,Summer_Festival,1622.25
P00989,bamboo_cane,48.75,14.97,simple,Uttar Pradesh,Summer_Festival,80.07
P00990,handmade_food,42.65,20.04,medium,Uttar Pradesh,Regular,102.59
P00991,textile,393.99,273.52,medium,Odisha,Wedding,1620.29
P00992,jewelry,501.31,332.91,complex,Gujarat,Diwali,2398.39
P00993,sarees,988.12,335.31,simple,Uttar Pradesh,Regular,2227.01
P00994,bags_accessories,321.23,128.86,simple,Tamil Nadu,Wedding,740.05
P00995,home_decor,123.89,54.49,simple,Tamil Nadu,Diwali,276.61
P00996,handmade_food,86.41,30.97,simple,Tamil Nadu,Summer_Festival,170.57
P00997,bags_accessories,278.81,95.63,medium,Gujarat,Wedding,791.53
P00998,textile,102.11,63.53,very_complex,Uttar Pradesh,Wedding,545.83
P01000,bamboo_cane,49.88,29.62,very_complex,Tamil Nadu,Diwali,238.74
P01001,textile,213.49,71.6,simple,Gujarat,Wedding,496.97
P01002,jewelry,224.94,156.21,medium,Rajasthan,Regular,843.67
P01003,home_decor,257.65,152.27,simple,Odisha,Diwali,697.79
P01004,textile,118.95,64.76,simple,Tamil Nadu,Wedding,362.67
P01005,home_decor,114.51,61.02,complex,Odisha,Regular,377.45
P01006,jewelry,344.43,213.05,medium,Odisha,Summer_Festival,1240.77
P01007,handmade_food,52.39,34.79,complex,Uttar Pradesh,Wedding,202.56
P01008,woodwork,724.12,285.73,simple,Odisha,Summer_Festival,1498.74
P01009,dress,334.64,196.42,complex,Maharashtra,Diwali,1614.83
P01010,bags_accessories,383.65,212.1,complex,Gujarat,Regular,1411.3
P01011,jewelry,340.21,199.78,medium,West Bengal,Diwali,1276.85
P01012,jewelry,414.79,159.41,simple,Maharashtra,Regular,870.34
P01013,metalwork,292.07,188.91,complex,West Bengal,Diwali,1372.45
P01014,sarees,366.87,243.86,simple,West Bengal,Wedding,1296.24
P01015,pottery,97.9,65.27,medium,Rajasthan,Diwali,362.06
P01016,bamboo_cane,155.09,84.91,simple,West Bengal,Regular,285.9
P01017,handmade_food,115.7,59.38,very_complex,Odisha,Wedding,560.62
P01018,bamboo_cane,55.86,30.68,complex,Maharashtra,Summer_Festival,187.0
P01019,metalwork,407.57,261.35,simple,Rajasthan,Regular,1090.39
P01020,handmade_food,37.58,26.07,medium,Odisha,Regular,111.15
P01021,pottery,66.77,45.73,complex,West Bengal,Regular,275.41
P01022,home_decor,261.82,142.9,complex,Tamil Nadu,Diwali,1124.39
P01023,home_decor,346.76,158.04,simple,Tamil Nadu,Summer_Festival,776.58
P01025,home_decor,340.71,148.76,simple,West Bengal,Diwali,762.59
P01027,home_decor,250.93,165.52,simple,Tamil Nadu,Regular,597.46
P01028,metalwork,670.93,310.36,complex,Tamil Nadu,Regular,2483.14
P01029,woodwork,613.51,267.85,simple,Rajasthan,Regular,1246.84
P01031,metalwork,445.67,236.35,simple,Rajasthan,Wedding,1263.27
P01032,metalwork,426.45,171.91,very_complex,Uttar Pradesh,Regular,1867.37
P01033,bags_accessories,346.8,105.88,very_complex,Maharashtra,Diwali,1574.87
P01034,woodwork,610.66,306.12,medium,Odisha,Summer_Festival,1976.65
P01035,bamboo_cane,125.84,81.04,simple,Gujarat,Diwali,291.53
P01036,home_decor,285.88,152.65,simple,Gujarat,Summer_Festival,614.5
P01037,home_decor,344.32,172.42,complex,Gujarat,Summer_Festival,1204.42
P01038,bamboo_cane,127.4,42.78,complex,West Bengal,Summer_Festival,365.58
P01039,handmade_food,38.16,15.46,complex,Odisha,Summer_Festival,125.88
P01040,home_decor,246.37,168.6,simple,Maharashtra,Summer_Festival,659.16
P01041,woodwork,392.03,237.28,simple,Tamil Nadu,Wedding,1201.23
P01042,textile,138.13,65.06,complex,West Bengal,Diwali,522.77
P01043,textile,274.4,90.98,medium,Tamil Nadu,Wedding,802.27
P01045,sarees,706.33,227.56,simple,West Bengal,Regular,1604.82
P01046,home_decor,234.65,92.77,simple,Tamil Nadu,Wedding,582.4
P01047,metalwork,688.08,419.22,medium,Rajasthan,Summer_Festival,2088.66
P01048,handmade_food,48.94,28.18,simple,Odisha,Regular,107.82
P01049,dress,670.65,289.39,simple,Gujarat,Diwali,1688.08
P01050,home_decor,277.37,91.71,medium,Gujarat,Summer_Festival,728.45
P01051,bamboo_cane,94.2,49.5,medium,Odisha,Regular,228.52
P01052,textile,345.49,198.08,medium,Tamil Nadu,Wedding,1191.46
P01053,handmade_food,55.36,22.53,medium,Gujarat,Regular,132.14
P01054,woodwork,785.89,354.05,simple,Tamil Nadu,Regular,1854.67
P01055,textile,248.06,119.42,simple,Tamil Nadu,Wedding,600.35
P01056,bamboo_cane,58.18,17.55,medium,Gujarat,Wedding,168.92
P01057,pottery,66.01,23.8,complex,Uttar Pradesh,Wedding,231.01
P01058,metalwork,257.25,109.43,simple,Tamil Nadu,Wedding,675.94
P01059,woodwork,582.44,361.54,medium,West Bengal,Wedding,2194.06
P01060,dress,748.21,274.78,very_complex,Tamil Nadu,Regular,3281.6
P01061,bamboo_cane,67.98,38.68,medium,Rajasthan,Regular,168.48
P01062,sarees,338.96,202.47,simple,Uttar Pradesh,Regular,961.54
P01063,jewelry,565.43,173.21,medium,Tamil Nadu,Summer_Festival,1687.37
P01064,metalwork,374.07,259.84,simple,Odisha,Summer_Festival,909.73
P01065,handmade_food,34.91,22.15,simple,Gujarat,Diwali,85.51
P01066,bamboo_cane,131.47,56.88,simple,Uttar Pradesh,Summer_Festival,268.57
P01067,pottery,76.74,30.42,medium,Odisha,Summer_Festival,184.95
P01068,bamboo_cane,63.3,36.65,simple,Odisha,Regular,133.65
P01069,textile,291.6,103.95,very_complex,Maharashtra,Regular,1286.48
P01070,home_decor,188.68,126.04,very_complex,Uttar Pradesh,Regular,907.7
P01071,jewelry,367.66,156.7,complex,West Bengal,Summer_Festival,1490.93
P01072,dress,480.68,211.64,medium,Tamil Nadu,Diwali,1746.4
P01073,pottery,74.8,26.97,simple,Maharashtra,Regular,150.98
P01074,dress,274.06,151.08,simple,Odisha,Regular,628.71
P01075,woodwork,501.91,249.61,simple,Uttar Pradesh,Summer_Festival,1066.22
P01076,handmade_food,61.87,28.94,very_complex,Gujarat,Summer_Festival,242.49
P01078,textile,103.17,34.72,simple,Tamil Nadu,Wedding,251.02
P01079,sarees,438.73,199.82,simple,Gujarat,Summer_Festival,1034.32
P01080,metalwork,635.55,310.91,medium,Odisha,Diwali,2130.79
P01081,metalwork,425.48,294.67,very_complex,Gujarat,Summer_Festival,2085.8
P01082,dress,669.61,378.84,complex,Gujarat,Wedding,3190.4
P01083,handmade_food,53.01,23.63,medium,Maharashtra,Summer_Festival,145.35
P01084,dress,699.53,267.92,complex,Gujarat,Diwali,2887.37
P01085,metalwork,398.72,142.39,simple,Rajasthan,Wedding,952.46
P01087,dress,692.24,213.68,medium,Odisha,Regular,1933.75
P01088,bamboo_cane,42.16,18.77,medium,Tamil Nadu,Regular,105.05
P01089,pottery,117.41,50.08,complex,Odisha,Summer_Festival,381.5
P01090,pottery,107.73,33.58,complex,Tamil Nadu,Wedding,388.81
P01091,home_decor,195.1,93.05,medium,Uttar Pradesh,Diwali,623.44
P01092,home_decor,94.23,29.68,medium,Uttar Pradesh,Wedding,282.37
P01093,bamboo_cane,55.1,19.3,simple,Tamil Nadu,Wedding,114.08
P01094,bamboo_cane,79.59,44.42,medium,Odisha,Summer_Festival,226.7
P01095,bags_accessories,360.46,167.85,complex,Uttar Pradesh,Summer_Festival,1384.03
P01096,handmade_food,76.64,24.14,complex,Gujarat,Regular,212.52
P01097,handmade_food,115.95,77.44,medium,West Bengal,Summer_Festival,330.21
P01098,sarees,949.92,524.14,simple,Uttar Pradesh,Diwali,2741.68
P01099,bags_accessories,349.06,197.43,medium,Maharashtra,Diwali,1185.89
P01100,dress,568.04,333.58,medium,Odisha,Regular,1905.92
P01101,metalwork,480.29,245.92,very_complex,Gujarat,Wedding,2367.48
P01102,jewelry,378.76,263.89,complex,Maharashtra,Wedding,1881.87
P01103,sarees,796.4,477.89,medium,Odisha,Summer_Festival,3071.37
P01104,handmade_food,106.41,50.81,medium,Odisha,Wedding,345.55
P01105,pottery,99.97,68.39,medium,Odisha,Diwali,363.68
P01106,dress,558.46,377.67,simple,Odisha,Wedding,1634.81
P01107,sarees,809.75,367.81,medium,Rajasthan,Regular,2818.62
P01108,textile,366.23,129.98,complex,Odisha,Wedding,1382.31
P01109,dress,863.3,523.8,medium,Odisha,Diwali,3164.18
P01110,handmade_food,52.69,26.15,simple,Maharashtra,Regular,93.79
P01111,bamboo_cane,58.36,20.45,medium,Tamil Nadu,Regular,133.98
P01112,bamboo_cane,45.2,24.32,simple,Gujarat,Summer_Festival,95.64
P01113,bags_accessories,186.45,100.98,medium,Rajasthan,Regular,510.0
P01114,handmade_food,111.6,42.02,medium,Odisha,Regular,265.61
P01115,jewelry,591.85,341.17,simple,Uttar Pradesh,Wedding,1928.69
P01116,bags_accessories,116.61,60.08,simple,Uttar Pradesh,Summer_Festival,254.38
P01117,bags_accessories,165.9,79.57,very_complex,Maharashtra,Regular,780.07
P01118,home_decor,219.63,76.17,complex,West Bengal,Summer_Festival,699.64
P01119,metalwork,347.88,160.83,complex,Gujarat,Wedding,1602.93
P01120,dress,785.71,287.15,simple,Uttar Pradesh,Summer_Festival,1722.0
P01121,handmade_food,64.98,31.03,complex,Maharashtra,Diwali,247.63
P01122,sarees,1236.57,470.48,simple,Maharashtra,Wedding,3189.91
P01123,handmade_food,89.26,37.02,complex,Rajasthan,Summer_Festival,279.08
P01124,sarees,547.97,355.99,simple,Tamil Nadu,Regular,1392.42
P01125,bags_accessories,324.17,124.41,medium,Odisha,Diwali,1013.4
P01126,textile,337.76,126.58,simple,Gujarat,Diwali,731.57
P01127,pottery,39.6,17.57,complex,Uttar Pradesh,Regular,137.24
P01128,home_decor,139.52,93.49,very_complex,Odisha,Diwali,805.51
P01129,bags_accessories,282.09,105.9,complex,Maharashtra,Wedding,1185.57
P01130,metalwork,688.59,398.38,simple,Odisha,Regular,1686.53
P01131,bamboo_cane,93.46,47.55,simple,Uttar Pradesh,Regular,186.45
P01132,woodwork,371.13,193.58,simple,Rajasthan,Wedding,915.16
P01133,woodwork,394.11,147.21,very_complex,Tamil Nadu,Diwali,1896.29
P01134,metalwork,214.18,120.45,simple,Odisha,Summer_Festival,510.3
P01135,handmade_food,37.07,24.19,medium,Uttar Pradesh,Diwali,109.01
P01136,dress,598.24,390.46,simple,Uttar Pradesh,Summer_Festival,1807.82
P01137,bamboo_cane,105.65,51.59,simple,West Bengal,Wedding,223.18
P01138,handmade_food,45.95,26.56,simple,Rajasthan,Summer_Festival,101.28
P01139,pottery,33.49,20.35,complex,Maharashtra,Wedding,156.35
P01140,dress,456.22,284.15,medium,Rajasthan,Regular,1547.14
P01141,handmade_food,110.96,67.99,simple,Uttar Pradesh,Wedding,262.15
P01142,bags_accessories,110.9,37.79,complex,Tamil Nadu,Diwali,429.14
P01143,dress,340.61,143.83,medium,Maharashtra,Wedding,1215.09
P01144,bamboo_cane,170.94,63.02,medium,West Bengal,Diwali,482.7
P01145,bags_accessories,231.43,145.13,simple,West Bengal,Regular,570.41
P01146,textile,282.91,113.83,very_complex,Rajasthan,Summer_Festival,1226.51
P01147,textile,248.38,163.41,complex,Gujarat,Regular,942.37
P01148,woodwork,735.34,347.36,complex,Odisha,Regular,2441.53
P01149,textile,275.67,140.17,simple,West Bengal,Summer_Festival,609.07
P01150,handmade_food,62.31,38.84,complex,Rajasthan,Wedding,246.82
P01152,pottery,35.0,22.13,medium,Uttar Pradesh,Diwali,121.28
P01153,dress,230.4,93.18,medium,Odisha,Wedding,868.35
P01154,bags_accessories,308.24,94.46,complex,Gujarat,Diwali,1083.14
P01155,bags_accessories,340.91,158.9,simple,West Bengal,Regular,717.26
P01156,handmade_food,62.0,38.66,complex,Gujarat,Diwali,230.89
P01157,dress,411.94,199.27,complex,Uttar Pradesh,Regular,1664.2
P01158,home_decor,141.38,61.6,simple,Gujarat,Summer_Festival,298.27
P01159,bamboo_cane,42.01,15.19,simple,West Bengal,Regular,77.41
P01160,sarees,390.63,246.5,medium,Rajasthan,Regular,1387.69
P01161,pottery,32.07,16.67,medium,Odisha,Wedding,114.06
P01162,woodwork,449.98,162.89,simple,Gujarat,Diwali,1091.97
P01163,home_decor,199.32,71.18,simple,Tamil Nadu,Regular,398.71
P01164,home_decor,208.82,145.72,medium,Rajasthan,Regular,668.39
P01165,jewelry,401.05,169.13,medium,Rajasthan,Wedding,1305.46
P01166,sarees,513.07,341.74,very_complex,Gujarat,Diwali,3319.05
P01167,pottery,37.74,26.0,medium,Uttar Pradesh,Wedding,140.43
P01168,handmade_food,109.32,47.15,very_complex,Uttar Pradesh,Diwali,431.62
P01169,woodwork,457.9,189.98,medium,Odisha,Summer_Festival,1389.36
P01170,textile,227.84,118.69,medium,Maharashtra,Wedding,826.92
P01171,woodwork,683.06,437.32,complex,Rajasthan,Wedding,3259.31
P01172,handmade_food,58.52,28.5,simple,Rajasthan,Diwali,124.52
P01173,sarees,932.18,300.94,simple,Gujarat,Diwali,2222.97
P01174,handmade_food,100.96,63.33,medium,Tamil Nadu,Regular,303.08
P01175,dress,741.8,237.99,simple,Gujarat,Wedding,1697.9
P01176,woodwork,232.83,119.72,complex,West Bengal,Diwali,1057.84
P01177,jewelry,384.15,265.1,complex,Maharashtra,Summer_Festival,1907.76
P01178,bamboo_cane,122.82,42.96,simple,Odisha,Wedding,282.52
P01179,dress,558.07,372.46,very_complex,Tamil Nadu,Regular,3218.36
P01180,textile,301.13,125.13,medium,Odisha,Regular,845.44
P01181,textile,125.62,83.38,simple,West Bengal,Wedding,353.15
P01182,handmade_food,66.11,42.44,simple,Tamil Nadu,Diwali,160.07
P01183,sarees,323.28,139.27,very_complex,Tamil Nadu,Regular,1612.92
P01184,home_decor,141.06,91.57,very_complex,Maharashtra,Wedding,830.81
P01185,handmade_food,65.36,24.3,medium,Maharashtra,Regular,153.89
